title,authors,description,categories,averageRating,ratingsCount,pageCount,publishedDate,infoLink,query,level,type
Interpretable Machine Learning with Python,Serg Masís,"A deep and detailed dive into the key aspects and challenges of machine learning interpretability, complete with the know-how on how to overcome and leverage them to build fairer, safer, and more reliable models Key Features Learn how to extract easy-to-understand insights from any machine learning model Become well-versed with interpretability techniques to build fairer, safer, and more reliable models Mitigate risks in AI systems before they have broader implications by learning how to debug black-box models Book DescriptionDo you want to gain a deeper understanding of your models and better mitigate poor prediction risks associated with machine learning interpretation? If so, then Interpretable Machine Learning with Python deserves a place on your bookshelf. We’ll be starting off with the fundamentals of interpretability, its relevance in business, and exploring its key aspects and challenges. As you progress through the chapters, you'll then focus on how white-box models work, compare them to black-box and glass-box models, and examine their trade-off. You’ll also get you up to speed with a vast array of interpretation methods, also known as Explainable AI (XAI) methods, and how to apply them to different use cases, be it for classification or regression, for tabular, time-series, image or text. In addition to the step-by-step code, this book will also help you interpret model outcomes using examples. You’ll get hands-on with tuning models and training data for interpretability by reducing complexity, mitigating bias, placing guardrails, and enhancing reliability. The methods you’ll explore here range from state-of-the-art feature selection and dataset debiasing methods to monotonic constraints and adversarial retraining. By the end of this book, you'll be able to understand ML models better and enhance them through interpretability tuning. What you will learn Recognize the importance of interpretability in business Study models that are intrinsically interpretable such as linear models, decision trees, and Naïve Bayes Become well-versed in interpreting models with model-agnostic methods Visualize how an image classifier works and what it learns Understand how to mitigate the influence of bias in datasets Discover how to make models more reliable with adversarial robustness Use monotonic constraints to make fairer and safer models Who this book is for This book is primarily written for data scientists, machine learning developers, and data stewards who find themselves under increasing pressures to explain the workings of AI systems, their impacts on decision making, and how they identify and manage bias. It’s also a useful resource for self-taught ML enthusiasts and beginners who want to go deeper into the subject matter, though a solid grasp on the Python programming language and ML fundamentals is needed to follow along.",Computers,,,737.0,2021-03-26,https://play.google.com/store/books/details?id=iIwmEAAAQBAJ&source=gbs_api,AI with Python,Advanced,Practice
Hands-On Machine Learning with scikit-learn and Scientific Python Toolkits,Tarek Amr,"Integrate scikit-learn with various tools such as NumPy, pandas, imbalanced-learn, and scikit-surprise and use it to solve real-world machine learning problems Key FeaturesDelve into machine learning with this comprehensive guide to scikit-learn and scientific PythonMaster the art of data-driven problem-solving with hands-on examplesFoster your theoretical and practical knowledge of supervised and unsupervised machine learning algorithmsBook Description Machine learning is applied everywhere, from business to research and academia, while scikit-learn is a versatile library that is popular among machine learning practitioners. This book serves as a practical guide for anyone looking to provide hands-on machine learning solutions with scikit-learn and Python toolkits. The book begins with an explanation of machine learning concepts and fundamentals, and strikes a balance between theoretical concepts and their applications. Each chapter covers a different set of algorithms, and shows you how to use them to solve real-life problems. You’ll also learn about various key supervised and unsupervised machine learning algorithms using practical examples. Whether it is an instance-based learning algorithm, Bayesian estimation, a deep neural network, a tree-based ensemble, or a recommendation system, you’ll gain a thorough understanding of its theory and learn when to apply it. As you advance, you’ll learn how to deal with unlabeled data and when to use different clustering and anomaly detection algorithms. By the end of this machine learning book, you’ll have learned how to take a data-driven approach to provide end-to-end machine learning solutions. You’ll also have discovered how to formulate the problem at hand, prepare required data, and evaluate and deploy models in production. What you will learnUnderstand when to use supervised, unsupervised, or reinforcement learning algorithmsFind out how to collect and prepare your data for machine learning tasksTackle imbalanced data and optimize your algorithm for a bias or variance tradeoffApply supervised and unsupervised algorithms to overcome various machine learning challengesEmploy best practices for tuning your algorithm’s hyper parametersDiscover how to use neural networks for classification and regressionBuild, evaluate, and deploy your machine learning solutions to productionWho this book is for This book is for data scientists, machine learning practitioners, and anyone who wants to learn how machine learning algorithms work and to build different machine learning models using the Python ecosystem. The book will help you take your knowledge of machine learning to the next level by grasping its ins and outs and tailoring it to your needs. Working knowledge of Python and a basic understanding of underlying mathematical and statistical concepts is required.",Mathematics,5.0,1.0,368.0,2020-07-24,https://play.google.com/store/books/details?id=GlbzDwAAQBAJ&source=gbs_api,AI with Python,Beginner,Practice
Machine Learning with Python Cookbook,Chris Albon,"This practical guide provides nearly 200 self-contained recipes to help you solve machine learning challenges you may encounter in your daily work. If you’re comfortable with Python and its libraries, including pandas and scikit-learn, you’ll be able to address specific problems such as loading data, handling text or numerical data, model selection, and dimensionality reduction and many other topics. Each recipe includes code that you can copy and paste into a toy dataset to ensure that it actually works. From there, you can insert, combine, or adapt the code to help construct your application. Recipes also include a discussion that explains the solution and provides meaningful context. This cookbook takes you beyond theory and concepts by providing the nuts and bolts you need to construct working machine learning applications. You’ll find recipes for: Vectors, matrices, and arrays Handling numerical and categorical data, text, images, and dates and times Dimensionality reduction using feature extraction or feature selection Model evaluation and selection Linear and logical regression, trees and forests, and k-nearest neighbors Support vector machines (SVM), naïve Bayes, clustering, and neural networks Saving and loading trained models",Computers,,,285.0,2018-03-09,http://books.google.com/books?id=kIhQDwAAQBAJ&dq=AI+with+Python&hl=&as_pt=BOOKS&source=gbs_api,AI with Python,Beginner,Practice
Python for Programmers,"Paul Deitel, Harvey Deitel","The professional programmer’s Deitel® guide to Python® with introductory artificial intelligence case studies Written for programmers with a background in another high-level language, Python for Programmers uses hands-on instruction to teach today’s most compelling, leading-edge computing technologies and programming in Python–one of the world’s most popular and fastest-growing languages. Please read the Table of Contents diagram inside the front cover and the Preface for more details. In the context of 500+, real-world examples ranging from individual snippets to 40 large scripts and full implementation case studies, you’ll use the interactive IPython interpreter with code in Jupyter Notebooks to quickly master the latest Python coding idioms. After covering Python Chapters 1-5 and a few key parts of Chapters 6-7, you’ll be able to handle significant portions of the hands-on introductory AI case studies in Chapters 11-16, which are loaded with cool, powerful, contemporary examples. These include natural language processing, data mining Twitter® for sentiment analysis, cognitive computing with IBM® WatsonTM, supervised machine learning with classification and regression, unsupervised machine learning with clustering, computer vision through deep learning and convolutional neural networks, deep learning with recurrent neural networks, big data with Hadoop®, SparkTM and NoSQL databases, the Internet of Things and more. You’ll also work directly or indirectly with cloud-based services, including Twitter, Google TranslateTM, IBM Watson, Microsoft® Azure®, OpenMapQuest, PubNub and more. Features 500+ hands-on, real-world, live-code examples from snippets to case studies IPython + code in Jupyter® Notebooks Library-focused: Uses Python Standard Library and data science libraries to accomplish significant tasks with minimal code Rich Python coverage: Control statements, functions, strings, files, JSON serialization, CSV, exceptions Procedural, functional-style and object-oriented programming Collections: Lists, tuples, dictionaries, sets, NumPy arrays, pandas Series & DataFrames Static, dynamic and interactive visualizations Data experiences with real-world datasets and data sources Intro to Data Science sections: AI, basic stats, simulation, animation, random variables, data wrangling, regression AI, big data and cloud data science case studies: NLP, data mining Twitter®, IBM® WatsonTM, machine learning, deep learning, computer vision, Hadoop®, SparkTM, NoSQL, IoT Open-source libraries: NumPy, pandas, Matplotlib, Seaborn, Folium, SciPy, NLTK, TextBlob, spaCy, Textatistic, Tweepy, scikit-learn®, Keras and more Accompanying code examples are available here: http://ptgmedia.pearsoncmg.com/imprint_downloads/informit/bookreg/9780135224335/9780135224335_examples.zip. Register your product for convenient access to downloads, updates, and/or corrections as they become available. See inside book for more information.",Computers,,,1259.0,2019-03-15,https://play.google.com/store/books/details?id=LauMDwAAQBAJ&source=gbs_api,AI with Python,Beginner,Practice
Generative AI with Python and TensorFlow 2,"Joseph Babcock, Raghav Bali","Packed with intriguing real-world projects as well as theory, Generative AI with Python and TensorFlow 2 enables you to leverage artificial intelligence creatively and generate human-like data in the form of speech, text, images, and music.",,,,488.0,2021-04-30,http://books.google.com/books?id=ym9uzgEACAAJ&dq=AI+with+Python&hl=&as_pt=BOOKS&source=gbs_api,AI with Python,Beginner,Practice
"Python Programming: The Complete Guide to Learn Python for Data Science, AI, Machine Learning, GUI and More With Practical Exercises and I",Nicholas Ayden,"Are you keen to learn Python Programming? Have you wanted to learn how to become a Python programmer? If so, this guide is the perfect match for people just like you! A general-purpose programming language, whose expansion and popularity is relatively recent. This is Python, a commitment to simplicity, versatility, and rapidity of development. Python is a platform-independent and object-oriented scripting language prepared to perform any type of programming language, from Windows applications to network servers or even web pages. Python is an interpreted language. That means that, unlike languages like C and its variants, Python does not need to be compiled before it is run. Other interpreted languages include PHP and Ruby. Some benefits of using Python- Python comprises a huge standard library for most Internet platforms like Email, HTML, etc. Provide easy readability due to the use of square brackets Easy-to-learn for beginners Having the built-in data types saves programming time and effort from declaring variables Inside this book, Python Programming: The Complete Guide to Learn Python for Data Science, AI, Machine Learning, GUI, and More With Practical Exercises and Interview Questions, you will learn a valuable skill that will improve your coding expertise! Here's what we will talk about in this book: Python Features Basics of Python Data Structures & Object-Oriented Python File management Conditionals, Iterables & Regex in Python Simple recap projects Files & Error Handling In Python Some powerful tips and tricks for beginner Python programmers that will fast-track your journey to becoming a master And Much More! Why wait any longer? ""Add to Cart"" to receive your book instantly!",Computers,,,188.0,2021-01-20,http://books.google.com/books?id=B28szgEACAAJ&dq=AI+with+Python&hl=&as_pt=BOOKS&source=gbs_api,AI with Python,Beginner,Practice
Hands on Machine Learning with Python,John Anderson,"***** BUY NOW (will soon return to 24.77 $***** MONEY BACK GUARANTEE BY AMAZON (See Below FAQ) *****Are you thinking of learning more about Machine Learning using Python? (For Beginners)This book is for you. It would seek to explain you all need to know about machine learning and its application using Python in an intuitive way. From AI Sciences Publisher Our books may be the best one for beginners; it's a step-by-step guide for any person who wants to start learning Artificial Intelligence and Data Science from scratch. It will help you in preparing a solid foundation and learn any other high-level courses.To get the most out of the concepts that would be covered, readers are advised to adopt a hands on approach which would lead to better mental representations. Target UsersThe book designed for a variety of target audiences. The most suitable users would include: Anyone who is intrigued by how algorithms arrive at predictions but has no previous knowledge of the field. Software developers and engineers with a strong programming background but seeking to break into the field of machine learning. Seasoned professionals in the field of artificial intelligence and machine learning who desire a bird's eye view of current techniques and approaches. What's Inside This Book? Overview of Python Programming Language Statistics Probability The Data Science Process Machine Learning Supervised Learning Algorithms Unsupervised Learning Algorithms Semi-supervised Learning Algorithms Reinforcement Learning Algorithms Overfitting and Underfitting Python Data Science Tools Jupyter Notebook Numerical Python (Numpy) Pandas Scientific Python (Scipy) Matplotlib Scikit-Learn K-Nearest Neighbors Naive Bayes Simple and Multiple Linear Regression Logistic Regression Generalized Linear Models Decision Trees and Random Forest Neural Networks Perceptrons Backpropagation Clustering K-means with Scikit-Learn Bottom-up Hierarchical Clustering K-means Clustering Network Analysis Betweenness centrality Eigenvector Centrality Recommender Systems Multi-Class Classification Popular Classification Algorithms Support Vector Machine Deep Learning using TensorFlow Deep Learning Case Studies Frequently Asked Questions Q: Is this book for me and do I need programming experience?A: If you want to smash Machine Learning from scratch, this book is for you. If you already wrote a few lines of code and recognize basic programming statements, you'll be OK. Q: Does this book include everything I need to become a Machine Learning expert?A: Unfortunately, no. This book is designed for readers taking their first steps in Machine Learning and further learning will be required beyond this book to master all aspects of Machine Learning. Q: Can I have a refund if this book doesn't fit for me?A: Yes, Amazon refund you if you aren't satisfied, for more information about the amazon refund service please go to the amazon help platform. We will also be happy to help you if you send us an email (email address inside the book).***** MONEY BACK GUARANTEE BY AMAZON ***** Editorial Reviews""This book succeeds in covering most important techniques in a clear, intuitive way that is perfect for newbies and those seeking to improve their practice in the Machine LearningFields VERY QUICKLY ."" --Adrian B. Machine Learning Researcher Consulting AI company",,,,224.0,2018-08-06,http://books.google.com/books?id=EQ6vugEACAAJ&dq=AI+with+Python&hl=&as_pt=BOOKS&source=gbs_api,AI with Python,Beginner,Practice
Python for Algorithmic Trading,Yves Hilpisch,"Algorithmic trading, once the exclusive domain of institutional players, is now open to small organizations and individual traders using online platforms. The tool of choice for many traders today is Python and its ecosystem of powerful packages. In this practical book, author Yves Hilpisch shows students, academics, and practitioners how to use Python in the fascinating field of algorithmic trading. You'll learn several ways to apply Python to different aspects of algorithmic trading, such as backtesting trading strategies and interacting with online trading platforms. Some of the biggest buy- and sell-side institutions make heavy use of Python. By exploring options for systematically building and deploying automated algorithmic trading strategies, this book will help you level the playing field. Set up a proper Python environment for algorithmic trading Learn how to retrieve financial data from public and proprietary data sources Explore vectorization for financial analytics with NumPy and pandas Master vectorized backtesting of different algorithmic trading strategies Generate market predictions by using machine learning and deep learning Tackle real-time processing of streaming data with socket programming tools Implement automated algorithmic trading strategies with the OANDA and FXCM trading platforms",Computers,,,360.0,2020-11-12,https://play.google.com/store/books/details?id=gZIIEAAAQBAJ&source=gbs_api,AI with Python,Beginner,Practice
Python Scikit-Learn for Beginners,Ai Publishing,"Python for Data Scientists -- Scikit-Learn SpecializationScikit-Learn, also known as Sklearn, is a free, open-source machine learning (ML) library used for the Python language. In February 2010, this library was first made public. And in less than three years, it became one of the most popular machine learning libraries on Github.Scikit-learn is the best place to start for access to easy-to-use, top-notch implementations of popular algorithms. This library speeds up the development of ML models.The main features of the Scikit-learn library are regression, classification, and clustering algorithms (random forests, K-means, gradient boosting, DBSCAN, AND support vector machines). The Scikit-learn library also integrates well with other Python libraries, such as NumPy, Pandas, IPython, SciPy, Sympy, and Matplotlib, to fulfill different tasks.Python for Data Scientists: Scikit-Learn Specialization presents you with a hands-on, simple approach to learn Scikit-learn fast.How Is This Book Different?Most Python books assume you know how to code using Pandas, NumPy, and Matplotlib. But this book does not. The author spends a lot of time teaching you how actually write the simplest codes in Python to achieve machine learning models.In-depth coverage of the Scikit-learn library starts from the third chapter itself. Jumping straight to Scikit-learn makes it easy for you to follow along. The other advantage is Jupyter Notebook is used to write and explain the code right through this book.You can access the datasets used in this book easily by downloading them at runtime. You can also access them through the Datasets folder in the SharePoint and GitHub repositories.You also get to work on three hands-on mini-projects: Spam Email Detection with Scikit-Learn IMDB Movies Sentimental Analysis Image Classification with Scikit-Learn The scripts, graphs, and images in the book are clear and provide easy-to-understand visuals to the text description. If you're new to data science, you will find this book a great option for self-study. Overall, you can count on this learning by doing book to help you accomplish your data science career goals faster.The topics covered include: Introduction to Scikit-Learn and Other Machine Learning Libraries Environment Setup and Python Crash Course Data Preprocessing with Scikit-Learn Feature Selection with Python Scikit-Learn Library Solving Regression Problems in Machine Learning Using Sklearn Library Solving Classification Problems in Machine Learning Using Sklearn Library Clustering Data with Scikit-Learn Library Dimensionality Reduction with PCA and LDA Using Sklearn Selecting Best Models with Scikit-Learn Natural Language Processing with Scikit-Learn Image Classification with Scikit-Learn Hit the BUY NOW button and start your Data Science Learning journey.",,,,342.0,2021-03-28,http://books.google.com/books?id=L8N3zgEACAAJ&dq=AI+with+Python&hl=&as_pt=BOOKS&source=gbs_api,AI with Python,Beginner,Practice
Developing Intelligent Agent Systems,"Lin Padgham, Michael Winikoff","Build your own intelligent agent system... Intelligent agent technology is a tool of modern computer science that can be used to engineer complex computer programmes that behave rationally in dynamic and changing environments. Applications range from small programmes that intelligently search the Web buying and selling goods via electronic commerce, to autonomous space probes. This powerful technology is not widely used, however, as developing intelligent agent software requires high levels of training and skill. The authors of this book have developed and tested a methodology and tools for developing intelligent agent systems. With this methodology (Prometheus) developers can start agent-oriented designs and implementations easily from scratch saving valuable time and resources. Developing Intelligent Agent Systems not only answers the questions “what are agents?” and “why are they useful?” but also the crucial question: “how do I design and build intelligent agent systems?” The book covers everything a practitioner needs to know to begin to effectively use this technology - including an introduction to the notion of agents, a description of the concepts involved, and a software engineering methodology. Read on for: a practical step-by-step introduction to designing and building intelligent agent systems. a full life-cycle methodology for developing intelligent agent systems covering specification, analysis, design and implementation of agents. PDT: Prometheus Design Tool – software support for the Prometheus design process. the example of an electronic bookstore to illustrate the design process throughout the book. Electronic resources including the Prometheus Design Tool (PDT), can be found at: http://www.cs.rmit.edu.au/agents/prometheus This book is aimed at industrial software developers, software engineers and at advanced undergraduate students. It assumes knowledge of basic software engineering but does not require knowledge of Artificial Intelligence or of mathematics. Familiarity with Java will help in reading the examples in chapter 10.",Technology & Engineering,,,240.0,2005-06-24,https://play.google.com/store/books/details?id=tzL2yF8JPmcC&source=gbs_api,intelligent agents,Beginner,Practice
Advances in the Evolutionary Synthesis of Intelligent Agents,Mukesh Patel,"This book explores a central issue in artificial intelligence, cognitive science, and artificial life: how to design information structures and processes that create and adapt intelligent agents through evolution and learning. Among the first uses of the computer was the development of programs to model perception, reasoning, learning, and evolution. Further developments resulted in computers and programs that exhibit aspects of intelligent behavior. The field of artificial intelligence is based on the premise that thought processes can be computationally modeled. Computational molecular biology brought a similar approach to the study of living systems. In both cases, hypotheses concerning the structure, function, and evolution of cognitive systems (natural as well as synthetic) take the form of computer programs that store, organize, manipulate, and use information. Systems whose information processing structures are fully programmed are difficult to design for all but the simplest applications. Real-world environments call for systems that are able to modify their behavior by changing their information processing structures. Cognitive and information structures and processes, embodied in living systems, display many effective designs for biological intelligent agents. They are also a source of ideas for designing artificial intelligent agents. This book explores a central issue in artificial intelligence, cognitive science, and artificial life: how to design information structures and processes that create and adapt intelligent agents through evolution and learning. The book is organized around four topics: the power of evolution to determine effective solutions to complex tasks, mechanisms to make evolutionary design scalable, the use of evolutionary search in conjunction with local learning algorithms, and the extension of evolutionary search in novel directions.",Computers,,,510.0,2001,http://books.google.com/books?id=6hLLLFKuBXEC&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Theory
Multi-Agent Oriented Programming,"Olivier Boissier, Rafael H. Bordini, Jomi Hubner, Alessandro Ricci","The main concepts and techniques of multi-agent oriented programming, which supports the multi-agent systems paradigm at the programming level. A multi-agent system is an organized ensemble of autonomous, intelligent, goal-oriented entities called agents, communicating with each other and interacting within an environment. This book introduces the main concepts and techniques of multi-agent oriented programming, (MAOP) which supports the multi-agent systems paradigm at the programming level. MAOP provides a structured approach based on three integrated dimensions, which the book examines in detail: the agent dimension, used to design the individual (interacting) entities; the environment dimension, which allows the development of shared resources and connections to the real world; and the organization dimension, which structures the interactions among the autonomous agents and the shared environment.",Computers,,,261.0,2020-09-15,https://play.google.com/store/books/details?id=GM_tDwAAQBAJ&source=gbs_api,intelligent agents,Advanced,Theory
"Intelligent Agents II - Agent Theories, Architectures, and Languages","Michael J. Wooldridge, Jörg P. Müller, Milind Tambe","This book is based on the second International Workshop on Agent Theories, Architectures, and Languages, held in conjunction with the International Joint Conference on Artificial Intelligence, IJCAI'95 in Montreal, Canada in August 1995. The 26 papers are revised final versions of the workshop presentations selected from a total of 54 submissions; also included is a comprehensive introduction, a detailed bibliography listing 355 relevant publications, and a subject index. The book is structured into seven sections, reflecting the most current major directions in agent-related research. Together with its predecessor, Intelligent Agents, published as volume 890 in the LNAI series, this book provides a timely and comprehensive state-of-the-art report.",Artificial intelligence,,,464.0,1996,http://books.google.com/books?id=qKuB9uNCftQC&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Theory
Autonomous Systems and Intelligent Agents in Power System Control and Operation,Christian Rehtanz,"Autonomous systems are one of the most important trends for the next generation of control systems. This book is the first to transfer autonomous systems concepts and intelligent agents theory into the control and operation environment of power systems. The focus of this book is to design a future control system architecture for electrical power systems, which copes with the changed requirements concerning complexity and flexibility and includes several applications for power systems. This book draws the whole circle from the theoretical and IT-concept of autonomous systems for power system control over the required knowledge-based methods and their capabilities to concrete applications within this field.",Computers,1.0,1.0,328.0,2003-07-15,http://books.google.com/books?id=r18TcJtTkTAC&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Theory
Intelligent Software Agents,"Walter Brenner, Ruediger Zarnekow, Hartmut Wittig","2 chapter contains examples of intelligent agents, arranged according to their appli cation areas. Chapter 7 closes with a prospective view of the future development of intelligent agents. Everyone concerned with the Internet and the new possibilities of information and communication technology knows that nowadays there is no area that is devel oping faster. The authors are aware of the dynamics of this research area and its effects when they describe such a fast developing area in a slow, traditional me dium like a book. One thing is sure today: when the book appears on the market, new intelligent agents will already exist and some of the hypotheses made by this book will have been shown to be incorrect. Why, despite this, does it make sense to write a classical book on this subject? Is there an alternative? Experience shows that the majority of the people in business and public life who make decisions on the use of new technologies continue to prefer books and articles in periodicals rather than electronic sources such as the Internet. Or is there some other reason for the enormous success of Nicolas Negroponte's book Being Digital, which we thank for multimedia and many concepts of the digital and networked world, and even intelligent agents? Today, a book is still the only way to establish a new area.",Computers,,,0.0,2011-12-21,http://books.google.com/books?id=Pt9xMAEACAAJ&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Beginner,Theory
Hands-On Intelligent Agents with OpenAI Gym,Praveen Palanisamy,"Implement intelligent agents using PyTorch to solve classic AI problems, play console games like Atari, and perform tasks such as autonomous driving using the CARLA driving simulator Key Features Explore the OpenAI Gym toolkit and interface to use over 700 learning tasks Implement agents to solve simple to complex AI problems Study learning environments and discover how to create your own Book Description Many real-world problems can be broken down into tasks that require a series of decisions to be made or actions to be taken. The ability to solve such tasks without a machine being programmed requires a machine to be artificially intelligent and capable of learning to adapt. This book is an easy-to-follow guide to implementing learning algorithms for machine software agents in order to solve discrete or continuous sequential decision making and control tasks. Hands-On Intelligent Agents with OpenAI Gym takes you through the process of building intelligent agent algorithms using deep reinforcement learning starting from the implementation of the building blocks for configuring, training, logging, visualizing, testing, and monitoring the agent. You will walk through the process of building intelligent agents from scratch to perform a variety of tasks. In the closing chapters, the book provides an overview of the latest learning environments and learning algorithms, along with pointers to more resources that will help you take your deep reinforcement learning skills to the next level. What you will learn Explore intelligent agents and learning environments Understand the basics of RL and deep RL Get started with OpenAI Gym and PyTorch for deep reinforcement learning Discover deep Q learning agents to solve discrete optimal control tasks Create custom learning environments for real-world problems Apply a deep actor-critic agent to drive a car autonomously in CARLA Use the latest learning environments and algorithms to upgrade your intelligent agent development skills Who this book is for If you’re a student, game/machine learning developer, or AI enthusiast looking to get started with building intelligent agents and algorithms to solve a variety of problems with the OpenAI Gym interface, this book is for you. You will also find this book useful if you want to learn how to build deep reinforcement learning-based agents to solve problems in your domain of interest. Though the book covers all the basic concepts that you need to know, some working knowledge of Python programming language will help you get the most out of it.",Computers,5.0,2.0,246.0,2018-07-31,https://play.google.com/store/books/details?id=BAlnDwAAQBAJ&source=gbs_api,intelligent agents,Beginner,Practice
Constructing Intelligent Agents Using Java,"Joseph P. Bigus, Jennifer Bigus","A state-of-the-art guide on how to build intelligent Web-based applications using Java Joseph and Jennifer Bigus update and significantly expand their book on building intelligent Web-based applications using Java. Geared to network programmers or Web developers who have previously programmed agents in Smalltalk or C++, this practical book explains in detail how to construct agents capable of learning and competing, including both design principles and actual code for personal agents, network or Web agents, multi-agent systems and commercial agents. New and revised coverage includes agent tools, agent uses for Web applications (including personalization, cross-selling, and e-commerce), and additional AI technologies such as fuzzy logic and genetic algorithms.",Computers,,,436.0,2001,http://books.google.com/books?id=RxTN7rgf19gC&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Practice
Agent Technology,"Nicholas R. Jennings, Michael J. Wooldridge","Agents represent an exciting and promising new approach to building a wide range of software applications. Agents are autonomous problem-solving entities that are able to flexibly solve problems in complex, dynamic environments, without receiving permanent guidance from the user. Agent Technology: Foundations, Applications and Markets is the first book to provide an integrative presentation of the issues, challenges and success of designing, building and using agent applications. The chapters presented are written by internationally leading authorities in the field. The book provides, for a general audience, a unique overview on agent technology applications, ranging from an introduction to the technical foundations to reports on dealing with specific agent systems in practice.",Computers,,,338.0,2012-12-06,https://play.google.com/store/books/details?id=AOwACAAAQBAJ&source=gbs_api,intelligent agents,Beginner,Theory
Agent-Based Hybrid Intelligent Systems,"Zili Zhang (Ph.D.), Chengqi Zhang","Solving complex problems in real-world contexts, such as financial investment planning or mining large data collections, involves many different sub-tasks, each of which requires different techniques. To deal with such problems, a great diversity of intelligent techniques are available, including traditional techniques like expert systems approaches and soft computing techniques like fuzzy logic, neural networks, or genetic algorithms. These techniques are complementary approaches to intelligent information processing rather than competing ones, and thus better results in problem solving are achieved when these techniques are combined in hybrid intelligent systems. Multi-Agent Systems are ideally suited to model the manifold interactions among the many different components of hybrid intelligent systems. This book introduces agent-based hybrid intelligent systems and presents a framework and methodology allowing for the development of such systems for real-world applications. The authors focus on applications in financial investment planning and data mining.",Computers,,,200.0,2004-01-28,http://books.google.com/books?id=aYuA1KVWjK0C&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Practice
Building Intelligent Agents,Gheorghe Tecuci,"Building Intelligent Agents is unique in its comprehensive coverage of the subject. The first part of the book presents an original theory for building intelligent agents and a methodology and tool that implement the theory. The second part of the book presents complex and detailed case studies of building different types of agents: an educational assessment agent, a statistical analysis assessment and support agent, an engineering design assistant, and a virtual military commander. Also featured in this book is Disciple, a toolkit for building interactive agents which function in much the same way as a human apprentice. Disciple-based agents can reason both with incomplete information, but also with information that is potentially incorrect. This approach, in which the agent learns its behavior from its teacher, integrates many machine learning and knowledge acquisition techniques, taking advantage of their complementary strengths to compensate for each others weakness. As a consequence, it significantly reduces (or even eliminates) the involvement of a knowledge engineer in the process of building an intelligent agent.",Computers,,,356.0,1998-06-23,http://books.google.com/books?id=_Yjlsii1di4C&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Practice
Intelligent Agents VII. Agent Theories Architectures and Languages,"Cristiano Castelfranchi, Yves Lesperance","Intelligent agents are one of the most important developments in computer science of the past decade. Agents are of interest in many important application areas, ranging from human-computer interaction to industrial process control. The ATAL workshop series aims to bring together researchers interested in the core/micro aspects of agent technology. Speci?cally, ATAL addresses issues such as theories of agency, software architectures for intelligent agents, methodologies and programming languages for r- lizing agents, and software tools for applying and evaluating agent systems. One of the strengthsoftheATALworkshopseriesisitsemphasisonthesynergiesbetweentheories, languages, architectures, infrastructures, methodologies, and formal methods. This year s workshop continued the ATAL trend of attracting a large number of high quality submissions. In more detail, 71 papers were submitted to the ATAL 2000 workshop, from 21 countries. After stringent reviewing, 22 papers were accepted for publication and appear in these proceedings. As with previous workshops in the series, we chose to emphasize what we perceive asimportantnewthemesinagentresearch. Thisyear sthemeswerebothassociatedwith the fact that the technology of intelligent agents and multi-agent systems is beginning to migrate from research labs to software engineering centers. As agents are deployed in applications such as electronic commerce, and start to take over responsibilities for their human users, techniques for controlling their autonomy become crucial. As well, the availability of tools that facilitate the design and implementation of agent systems becomes an important factor in how rapidly the technology will achieve widespread use.",Computers,,,372.0,2001-07-20,http://books.google.com/books?id=3tt8ztJeyQgC&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Advanced,Theory
Intelligent Agents for Data Mining and Information Retrieval,Masoud Mohammadian,There is a large increase in the amount of information available on World Wide Web and also in number of online databases. This information abundance increases the complexity of locating relevant information. Such a complexity drives the need for improved and intelligent systems for search and information retrieval. Intelligent agents are currently used to improve the search and retrieval information on World Wide Web. The use of existing search and retrieval engines with the addition of intelligent agents allows a more comprehensive search with a performance that can be measured. Intelligent Agents for Data Mining and Information Retrieval discusses the foundation as well as the practical side of intelligent agents and their theory and applications for web data mining and information retrieval. The book can used for researchers at the undergraduate and post-graduate levels as well as a reference of the state-of-art for cutting edge researchers.,Computers,,,327.0,2004-01-01,http://books.google.com/books?id=TLU3DIcHw8YC&dq=intelligent+agents&hl=&as_pt=BOOKS&source=gbs_api,intelligent agents,Beginner,Theory
Intelligent Information Agents,"Matthias Klusch, Sonia Bergamaschi, Pete Edwards, Paolo Petta","This book presents 10 chapters on various aspects of intelligent information agents contributed by members of the respective AgentLink special interest group. The papers are organized in three parts on agent-based information systems, adaptive information agents, and coordination of information agents. Also included are a comprehensive introduction and surveys for each of the three parts.",Computers,,,281.0,2003-07-01,https://play.google.com/store/books/details?id=iTZsCQAAQBAJ&source=gbs_api,intelligent agents,Advanced,Theory
